X,Y,FID,C_Date,C_Time,C_Day,County,RdwyID,MilePost,SSO_Lat,SSO_Long,P_TypeCD,P_Type,P_GenCD,P_Gender,P_Age,P_InjCD,P_Injury,P_LocCD,P_Locate,PreActCD,PrAction,ActCirCD,P_ActCir,SpctRxCD,SpctDrug
-8919031.6,2981849.06,1679,4/11/2018 19:49,7:49 PM,3: Tue,Miami-Dade,87060000,9.777,25.8607827,-80.1210214,1,Pedestrian,2,Female,69,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No
-8920310.06,2972984.634,1680,3/7/2018 11:27,11:27 AM,3: Tue,Miami-Dade,87000000,0,25.789105,-80.132506,1,Pedestrian,1,Male,47,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No
-8920886.25,2973235.364,1681,4/20/2018 15:14,3:14 PM,5: Thr,Miami-Dade,87000000,0,25.791133,-80.137682,1,Pedestrian,2,Female,66,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-8920368.904,2976046.706,1682,4/30/2018 13:10,1:10 PM,1: Sun,Miami-Dade,87016000,0.186,25.8138698,-80.1330346,1,Pedestrian,2,Female,60,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No
-8920588.137,2973933.302,1683,5/24/2018 4:41,4:41 AM,4: Wed,Miami-Dade,87000000,0,25.796778,-80.135004,3,Bicyclist,1,Male,22,4,Serious (Incapacitating),5,Travel lane (other location),77,Other,1,No improper action,1,No
-8921256.61,2972336.143,1684,8/12/2018 1:21,1:21 AM,7: Sat,Miami-Dade,87037000,0.651,25.7838596,-80.141009,1,Pedestrian,1,Male,28,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No
-8919012.431,2979843.11,1685,7/16/2018 7:57,7:57 AM,1: Sun,Miami-Dade,87037000,5.659,25.8445664,-80.1208492,1,Pedestrian,2,Female,79,5,Fatal,2,Intersection (unmarked crosswalk),1,Crossing roadway,1,No improper action,1,No
-8919984.707,2973502.296,1686,9/3/2018 6:01,6:01 AM,1: Sun,Miami-Dade,87060000,4.964,25.793292,-80.1295833,1,Pedestrian,1,Male,24,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",88,Unknown
-8920350.803,2972219.736,1687,6/15/2018 11:07,11:07 AM,5: Thr,Miami-Dade,87000000,0,25.782918,-80.132872,3,Bicyclist,1,Male,55,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,2,Dart/dash,1,No
-8921267.731,2972727.516,1688,8/14/2018 2:35,2:35 AM,2: Mon,Miami-Dade,87037000,0.869,25.7870253,-80.1411089,1,Pedestrian,1,Male,48,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No
-8919169.102,2977284.399,1689,7/16/2018 14:23,2:23 PM,1: Sun,Miami-Dade,87060000,7.193,25.8238783,-80.1222566,1,Pedestrian,1,Male,46,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No
-8918987.551,2979854.329,1690,8/28/2018 23:40,11:40 PM,2: Mon,Miami-Dade,87060000,8.658,25.8446571,-80.1206257,1,Pedestrian,1,Male,31,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No
-8921268.8,2972765.224,1691,8/6/2018 23:51,11:51 PM,1: Sun,Miami-Dade,87037000,0.89,25.7873303,-80.1411185,2,"Other pedestrian (wheelchair, etc)",2,Female,27,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,2,Dart/dash,1,No
-8921271.694,2972867.641,1692,10/9/2018 16:57,4:57 PM,2: Mon,Miami-Dade,87037000,0.947,25.7881587,-80.1411445,4,Other cyclist,1,Male,19,4,Serious (Incapacitating),77,Other,4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),88,Unknown,1,No
-8919775.181,2976039.385,1693,8/13/2018 17:05,5:05 PM,1: Sun,Miami-Dade,87016000,0.517,25.8138106,-80.1277011,1,Pedestrian,2,Female,42,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No
-8918947.498,2980345.391,1694,9/18/2018 10:40,10:40 AM,2: Mon,Miami-Dade,87060000,8.937,25.8486271,-80.1202659,2,"Other pedestrian (wheelchair, etc)",1,Male,33,4,Serious (Incapacitating),8,Sidewalk,77,Other,1,No improper action,1,No
-8918940.808,2980061.352,1695,11/25/2018 12:23,12:23 PM,7: Sat,Miami-Dade,87060000,8.779,25.8463308,-80.1202058,3,Bicyclist,1,Male,61,4,Serious (Incapacitating),77,Other,77,Other,12,Wrong-way riding/walking,1,No
-8922890.482,3024265.412,1696,2/1/2018 14:29,2:29 PM,4: Wed,Broward,86065000,4.594,26.2031584,-80.1556863,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),1,Intersection (marked crosswalk),77,Other,1,No improper action,88,Unknown
-8922338.225,3014214.536,1697,2/2/2018 10:22,10:22 AM,5: Thr,Broward,86006000,6.328,26.1221203,-80.1507253,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-8923575.842,3015100.76,1698,2/3/2018 16:40,4:40 PM,6: Fri,Broward,86000000,0,26.129268,-80.161843,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),77,Other,4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),1,No improper action,1,No
-8926313.646,3014107.167,1699,2/8/2018 20:15,8:15 PM,4: Wed,Broward,86006000,4.106,26.1212543,-80.1864371,1,Pedestrian,0,N/A,0,5,Fatal,77,Other,4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),77,Other,1,No
-8921636.923,3014222.818,1700,2/8/2018 23:30,11:30 PM,4: Wed,Broward,86006000,6.72,26.1221871,-80.1444254,1,Pedestrian,0,N/A,0,5,Fatal,5,Travel lane (other location),1,Crossing roadway,77,Other,88,Unknown
-8922620.799,3014206.651,1701,2/11/2018 20:35,8:35 PM,7: Sat,Broward,86006000,6.17,26.1220567,-80.1532637,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),77,Other,88,Unknown,77,Other,1,No
-8924964.008,3015988.551,1702,2/22/2018 21:35,9:35 PM,4: Wed,Broward,86110000,5.783,26.1364279,-80.1743131,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),77,Other,1,Crossing roadway,2,Dart/dash,1,No
-8920789.404,3024332.36,1703,2/22/2018 19:32,7:32 PM,4: Wed,Broward,86000000,0,26.203698,-80.136812,1,Pedestrian,0,N/A,0,5,Fatal,10,Driveway access,1,Crossing roadway,2,Dart/dash,88,Unknown
-8920873.082,3015621.482,1704,2/23/2018 22:25,10:25 PM,5: Thr,Broward,86020000,0.761,26.1334676,-80.1375637,1,Pedestrian,0,N/A,0,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,77,Other,1,No
-8923615.472,3016413.017,1705,3/2/2018 23:17,11:17 PM,5: Thr,Broward,86000000,0,26.139851,-80.162199,1,Pedestrian,0,N/A,0,5,Fatal,77,Other,1,Crossing roadway,77,Other,88,Unknown
-8921713.879,3014220.822,1706,3/5/2018 0:32,12:32 AM,1: Sun,Broward,86006000,6.677,26.122171,-80.1451167,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),9,Median/crossing island,1,Crossing roadway,3,Failure to yield right-of-way,1,No
-8922891.116,3015774.667,1707,3/16/2018 19:37,7:37 PM,5: Thr,Broward,86000000,0,26.134703,-80.155692,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),77,Other,1,Crossing roadway,88,Unknown,1,No
-8920327.094,3024427.584,1708,3/21/2018 21:20,9:20 PM,3: Tue,Broward,86170000,5.017,26.2044655,-80.132659,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No
-8922008.241,3015145.645,1709,3/24/2018 17:50,5:50 PM,6: Fri,Broward,86000000,0,26.12963,-80.147761,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-8935066.355,3014043.65,1710,3/22/2018 2:47,2:47 AM,4: Wed,Broward,86000000,0,26.120742,-80.265064,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),88,Unknown,88,Unknown,88,Unknown,1,No
-8918926.193,3017052.251,1711,4/4/2018 20:22,8:22 PM,3: Tue,Broward,86020000,2.517,26.1450059,-80.1200745,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,77,Other,88,Unknown
-8918150.908,3016795.569,1712,4/12/2018 7:59,7:59 AM,4: Wed,Broward,86000000,0,26.142936,-80.11311,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),6,Bicycle lane,77,Other,77,Other,1,No
-8917050.848,3015735.112,1713,4/19/2018 2:27,2:27 AM,4: Wed,Broward,86000000,0,26.134384,-80.103228,1,Pedestrian,0,N/A,0,5,Fatal,77,Other,77,Other,77,Other,88,Unknown
-8923614.838,3016000.529,1714,4/20/2018 13:55,1:55 PM,5: Thr,Broward,86110000,6.536,26.1365245,-80.1621933,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),77,Other,1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",1,No
-8920553.606,3016062.764,1715,5/4/2018 20:12,8:12 PM,5: Thr,Broward,86020000,1.13,26.1370264,-80.1346938,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),5,Walking/cycling on sidewalk,2,Dart/dash,1,No
-8921217.75,3016945.307,1716,5/20/2018 1:53,1:53 AM,7: Sat,Broward,86170000,0.497,26.1441435,-80.1406599,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,88,Unknown
-8922603.355,3016882.373,1717,5/27/2018 14:06,2:06 PM,7: Sat,Broward,86000000,0,26.143636,-80.153107,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),3,Intersection (other),77,Other,4,"Failure to obey traffic signs, signals, officer",1,No
-8917962.834,3023457.642,1718,6/5/2018 17:52,5:52 PM,2: Mon,Broward,86020000,6.283,26.1966476,-80.1114205,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),77,Other,77,Other,77,Other,1,No
-8917889.886,3016171.946,1719,6/18/2018 12:42,12:42 PM,1: Sun,Broward,86005000,0.708,26.1379069,-80.1107652,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),77,Other,1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",1,No
-8922686.833,3015997.9,1720,6/25/2018 19:20,7:20 PM,1: Sun,Broward,86110000,7.054,26.1365033,-80.1538569,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No
-8925376.057,3014137.592,1721,7/4/2018 22:52,10:52 PM,3: Tue,Broward,86006000,4.63,26.1214997,-80.1780146,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",88,Unknown
-8919752.751,3011518.878,1722,7/17/2018 6:50,6:50 AM,2: Mon,Broward,86180000,0.576,26.1003762,-80.1274996,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",1,No
-8926235.254,3012161.267,1723,7/25/2018 17:38,5:38 PM,3: Tue,Broward,86210000,0.981,26.1055583,-80.1857329,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,88,Unknown,1,No
-8923115.024,3015995.557,1724,7/30/2018 18:13,6:13 PM,1: Sun,Broward,86110000,6.815,26.1364844,-80.1577034,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,3,Failure to yield right-of-way,1,No
-8923692.95,3015317.87,1725,8/17/2018 16:50,4:50 PM,5: Thr,Broward,86000000,0,26.131019,-80.162895,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),77,Other,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),3,Failure to yield right-of-way,88,Unknown
-8925541.522,3012358.709,1726,8/27/2018 6:30,6:30 AM,1: Sun,Broward,86210000,0,26.107151,-80.179501,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",1,No
-8921210.603,3016709.646,1727,9/4/2018 19:20,7:20 PM,2: Mon,Broward,86170000,0.366,26.1422431,-80.1405957,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),77,Other,1,Crossing roadway,2,Dart/dash,1,No
-8916456.358,3032770.287,1728,9/7/2018 20:24,8:24 PM,5: Thr,Broward,86020000,11.553,26.2716874,-80.0978876,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",88,Unknown
-8921564.966,3015157.424,1729,9/10/2018 11:26,11:26 AM,1: Sun,Broward,86000000,0,26.129725,-80.143779,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),3,Intersection (other),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-8925228.125,3012267.444,1730,9/11/2018 20:59,8:59 PM,2: Mon,Broward,86210000,1.546,26.1064148,-80.1766857,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),3,Intersection (other),1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown
-8919333.166,3011528.671,1731,9/22/2018 8:02,8:02 AM,6: Fri,Broward,86180000,0.81,26.1004552,-80.1237304,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),6,Bicycle lane,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No
-8925169.159,3017815.427,1732,9/22/2018 21:20,9:20 PM,6: Fri,Broward,86000000,0,26.15116,-80.176156,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),77,Other,5,"In roadway improperly (standing, lying, working, playing)",1,No
-8917565.546,3024757.567,1733,9/24/2018 21:16,9:16 PM,1: Sun,Broward,86020000,7.041,26.2071251,-80.1078516,1,Pedestrian,0,N/A,0,5,Fatal,5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",88,Unknown
-8922149.55,3016013.958,1734,9/26/2018 0:20,12:20 AM,3: Tue,Broward,86110000,7.354,26.1366328,-80.1490304,1,Pedestrian,0,N/A,0,5,Fatal,5,Travel lane (other location),77,Other,88,Unknown,88,Unknown
-8924317.564,3015084.765,1735,10/13/2018 20:23,8:23 PM,6: Fri,Broward,86000000,0,26.129139,-80.168506,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",1,No
-8916547.228,3032050.19,1736,10/18/2018 20:16,8:16 PM,4: Wed,Broward,86020000,11.15,26.2658867,-80.0987039,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),77,Other,1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown
-8925581.809,3014130.798,1737,10/20/2018 6:13,6:13 AM,6: Fri,Broward,86006000,4.515,26.1214449,-80.1798629,1,Pedestrian,0,N/A,0,5,Fatal,5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",88,Unknown
-8923616.808,3016495.727,1738,10/27/2018 19:47,7:47 PM,6: Fri,Broward,86000000,0,26.140518,-80.162211,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-8921324.628,3016923.916,1739,11/5/2018 13:38,1:38 PM,1: Sun,Broward,86000000,0,26.143971,-80.14162,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),77,Other,77,Other,5,"In roadway improperly (standing, lying, working, playing)",1,No
-8926345.917,3017431.36,1740,11/7/2018 21:42,9:42 PM,3: Tue,Broward,86000000,0,26.148063,-80.186727,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,9,"Not visible (dark clothing, no lighting, etc)",1,No
-8926283.133,3014004.224,1741,11/9/2018 20:33,8:33 PM,5: Thr,Broward,86006000,0,26.120424,-80.186163,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,12,Wrong-way riding/walking,88,Unknown
-8922000.048,3014224.12,1742,11/11/2018 19:05,7:05 PM,7: Sat,Broward,86006000,6.517,26.1221976,-80.1476874,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,77,Other,1,No
-8922425.288,3016005.378,1743,11/12/2018 19:07,7:07 PM,1: Sun,Broward,86110000,7.2,26.1365636,-80.1515074,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),77,Other,1,Crossing roadway,77,Other,1,No
-8922334.652,3014214.623,1744,10/24/2018 20:21,8:21 PM,3: Tue,Broward,86006000,6.33,26.122121,-80.1506932,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No
-8923304.423,3014186.417,1745,11/18/2018 23:24,11:24 PM,7: Sat,Broward,86006000,5.788,26.1218935,-80.1594048,1,Pedestrian,0,N/A,0,5,Fatal,77,Other,1,Crossing roadway,77,Other,88,Unknown
-8926480.725,3024713.509,1746,11/19/2018 16:08,4:08 PM,1: Sun,Broward,86000000,0,26.20677,-80.187938,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),77,Other,77,Other,1,No improper action,1,No
-8922934.085,3015994.205,1747,11/20/2018 19:13,7:13 PM,2: Mon,Broward,86110000,6.916,26.1364735,-80.156078,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),77,Other,1,Crossing roadway,77,Other,1,No
-8922898.241,3024493.875,1748,11/28/2018 14:41,2:41 PM,3: Tue,Broward,86065000,4.721,26.2049998,-80.155756,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),1,Intersection (marked crosswalk),5,Walking/cycling on sidewalk,1,No improper action,1,No
-8923545.118,3018115.669,1749,11/30/2018 22:47,10:47 PM,5: Thr,Broward,86000000,0,26.153581,-80.161567,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),10,Driveway access,7,Adjacent to roadway (shoulder median),77,Other,1,No
-8920863.965,3015348.186,1750,12/1/2018 3:52,3:52 AM,6: Fri,Broward,86020000,0.609,26.1312635,-80.1374818,2,"Other pedestrian (wheelchair, etc)",0,N/A,0,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),12,Wrong-way riding/walking,1,No
-8923422.655,3014183.677,1751,12/14/2018 22:09,10:09 PM,5: Thr,Broward,86006000,5.722,26.1218714,-80.1604669,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No
-8923075.105,3022430.513,1752,12/20/2018 7:57,7:57 AM,4: Wed,Broward,86014000,6.116,26.1883682,-80.1573448,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),4,Midblock (marked crosswalk),5,Walking/cycling on sidewalk,1,No improper action,1,No
-8919872.342,3016083.894,1753,12/22/2018 22:46,10:46 PM,6: Fri,Broward,86020000,1.511,26.1371968,-80.1285739,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),3,Intersection (other),1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown
-8917504.253,3020214.063,1754,12/24/2018 12:08,12:08 PM,1: Sun,Broward,86000000,0,26.1705,-80.107301,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,1,No improper action,1,No
-9053238.561,3338098.693,1755,6/29/2018 21:02,9:02 PM,5: Thr,Seminole,77010000,4.949,28.704571,-81.3266226,1,Pedestrian,2,Female,62,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9053822.677,3337248.481,1756,10/20/2018 0:37,12:37 AM,6: Fri,Seminole,77120000,8.752,28.6978718,-81.3318698,1,Pedestrian,1,Male,57,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown
-9619927.819,3553665.68,1757,11/11/2018 18:20,6:20 PM,7: Sat,Okaloosa,57030030,23.305,30.3891096,-86.4172773,3,Bicyclist,1,Male,58,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No
-9629680.556,3554298.529,1758,8/22/2018 20:29,8:29 PM,3: Tue,Okaloosa,57030000,17.982,30.3940134,-86.5048876,1,Pedestrian,1,Male,53,5,Fatal,7,Shoulder/roadside,6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",88,Unknown
-9625509.124,3554175.488,1759,9/2/2018 21:43,9:43 PM,7: Sat,Okaloosa,57000000,0,30.39306,-86.467415,3,Bicyclist,1,Male,26,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),9,"Not visible (dark clothing, no lighting, etc)",1,No
-8935995.739,3000116.321,1760,6/28/2018 15:37,3:37 PM,4: Wed,Broward,86040000,9.89,26.0083546,-80.2734128,3,Bicyclist,2,Female,40,4,Serious (Incapacitating),1,Intersection (marked crosswalk),5,Walking/cycling on sidewalk,1,No improper action,1,No
-8930722.589,2998459.746,1761,11/17/2018 14:41,2:41 PM,6: Fri,Broward,86018000,1.349,25.9949796,-80.2260433,3,Bicyclist,1,Male,62,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9077739.564,3321502.932,1762,11/2/2018 22:49,10:49 PM,5: Thr,Orange,75250000,0.242,28.5737282,-81.5467188,1,Pedestrian,1,Male,54,5,Fatal,5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",2,Dart/dash,88,Unknown
-9077739.564,3321502.932,1763,11/2/2018 22:49,10:49 PM,5: Thr,Orange,75250000,0.242,28.5737282,-81.5467188,1,Pedestrian,2,Female,55,5,Fatal,5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",2,Dart/dash,88,Unknown
-8944500.076,3180347.372,1764,4/13/2018 23:54,11:54 PM,5: Thr,St Lucie,94005000,2.969,27.4543051,-80.3498085,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",1,No
-8941839.829,3177899.981,1765,8/27/2018 12:23,12:23 PM,1: Sun,St Lucie,94010000,12.435,27.4347941,-80.3259111,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),8,Sidewalk,77,Other,77,Other,88,Unknown
-8944513.479,3179117.714,1766,12/1/2018 20:02,8:02 PM,6: Fri,St Lucie,94005000,2.291,27.4445025,-80.3499289,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),77,Other,1,Crossing roadway,9,"Not visible (dark clothing, no lighting, etc)",1,No
-8943460.664,3179456.435,1767,11/30/2018 19:30,7:30 PM,5: Thr,St Lucie,94070000,20.777,27.4472028,-80.3404713,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,88,Unknown,88,Unknown
-8912437.769,3088720.224,1768,2/25/2018 20:11,8:11 PM,7: Sat,Palm Beach,93000000,0,26.721499,-80.061788,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),77,Other,2,Dart/dash,1,No
-8911799.608,3092756.643,1769,3/13/2018 15:39,3:39 PM,2: Mon,Palm Beach,93020000,11.485,26.7538817,-80.0560553,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",1,No
-8911764.153,3093169.876,1770,5/2/2018 0:54,12:54 AM,3: Tue,Palm Beach,93020000,11.714,26.7571964,-80.0557368,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),77,Other,5,"In roadway improperly (standing, lying, working, playing)",1,No
-8975980.516,3249711.264,1771,3/9/2018 8:04,8:04 AM,5: Thr,Brevard,70000000,0,28.005844,-80.632602,1,Pedestrian,1,Male,68,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",77,Other,1,No
-8975980.516,3249711.264,1772,3/9/2018 8:04,8:04 AM,5: Thr,Brevard,70000000,0,28.005844,-80.632602,1,Pedestrian,2,Female,61,4,Serious (Incapacitating),77,Other,6,"In roadway, other (working, playing, etc)",1,No improper action,1,No
-8980313.74,3253032.218,1773,3/25/2018 6:33,6:33 AM,7: Sat,Brevard,70000000,0,28.03218,-80.671528,4,Other cyclist,1,Male,55,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",2,Yes
-8976195.251,3248809.793,1774,4/5/2018 11:57,11:57 AM,4: Wed,Brevard,70180000,0,27.998694,-80.634531,3,Bicyclist,2,Female,50,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-8979306.632,3253427.594,1775,4/18/2018 6:22,6:22 AM,3: Tue,Brevard,70000000,0,28.035315,-80.662481,3,Bicyclist,2,Female,52,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,2,Dart/dash,2,Yes
-8972035.909,3254837.42,1776,5/27/2018 21:09,9:09 PM,7: Sat,Brevard,70000000,0,28.046493,-80.597167,1,Pedestrian,1,Male,51,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,2,Dart/dash,88,Unknown
-8968702.201,3250358.078,1777,7/6/2018 16:39,4:39 PM,5: Thr,Brevard,70010000,11.916,28.0109739,-80.5672198,3,Bicyclist,1,Male,57,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No
-9057040.423,3329246,1778,12/17/2018 6:41,6:41 AM,1: Sun,Orange,75030000,8.303,28.6347957,-81.3607753,3,Bicyclist,1,Male,56,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown
-9104718.974,2820978.902,1779,4/9/2018 0:42,12:42 AM,1: Sun,Monroe,90000000,0,24.553315,-81.789079,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),3,Intersection (other),1,Crossing roadway,1,No improper action,88,Unknown
-9104951.598,2821328.576,1780,5/17/2018 18:22,6:22 PM,4: Wed,Monroe,90010000,1.107,24.5561721,-81.7911687,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),1,Intersection (marked crosswalk),77,Other,2,Dart/dash,88,Unknown
-9102544.38,2822759.09,1781,10/9/2018 6:16,6:16 AM,2: Mon,Monroe,90010000,2.711,24.5678598,-81.7695443,3,Bicyclist,1,Male,72,5,Fatal,7,Shoulder/roadside,7,Adjacent to roadway (shoulder median),9,"Not visible (dark clothing, no lighting, etc)",88,Unknown
-9106286.152,2821083.677,1782,10/2/2018 12:19,12:19 PM,2: Mon,Monroe,90010000,0.094,24.5541711,-81.8031572,3,Bicyclist,0,N/A,0,5,Fatal,7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),11,Improper passing,1,No
